Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether balance,Total ERC20 tnxs,ERC20 total Ether received,ERC20 total ether sent,ERC20 total Ether sent contract,ERC20 uniq sent addr,ERC20 uniq rec addr,ERC20 uniq rec contract addr,ERC20 min val rec,ERC20 uniq sent token name,FLAG
24.44,0.0,73.33,3,1,0,1,3,101.0,101.0,101.0,0.4,79.186761,33.666149,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4018.73,54218.28,291254.25,32,3,0,2,2,1.995,10.551901,7.511097,0.0,22.227533,0.765548,35,24.49753348,22.53329072,-1.964242757,8.0,1748.513354,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0
0.0,0.0,10.72,1,1,0,1,1,0.1,0.1,0.1,0.09938,0.09938,0.09938,2,0.09938,0.1,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2418.04,1876.96,573503.95,47,245,0,13,2,0.004,272.0,73.539569,0.0,4369.2074520000015,383.3438220000001,292,18017.15965,18017.19442,0.03477629,71.0,28940.43707,28189.909,0.0,1.0,12.0,8.0,0.0,1.0,0
0.0,2447.47,283906.08,0,116,1,7,0,0.0,1.93,0.228638,0.0,0.0,0.0,117,0.0,26.52200868,26.52200868,2.0,0.801254525,0.0,0.0,0.0,2.0,2.0,0.397726,0.0,0
18443.71,3268.26,539053.13,17,69,0,2,9,0.022441,0.307937,0.202169,1e-05,3.04362,1.225545,86,20.83426519,13.94967701,-6.88458818,4.0,288.2615358,0.0,0.0,0.0,4.0,4.0,0.045852,0.0,0
5680.31,16390.95,423768.32,20,19,0,16,13,0.0,5.782719,0.578164,0.0,1.3,0.32105,39,6.421,10.98510967,4.56410967,17.0,1654.621726,579.5176036,0.0,1.0,11.0,16.0,0.0,1.0,0
9312.07,11088.47,1200023.08,86,36,0,12,44,0.001,40.0,6.856375,0.0,108.8,4.343751,122,373.562612,246.8294831,-126.7331289,97.0,6442.974429,8536.287060999999,0.0,8.0,22.0,33.0,0.0,26.0,0
154.5,0.0,309.0,2,1,0,1,2,101.0,101.0,101.0,2.579,98.420016,50.499508,3,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.34,78162.61,234497.85,3,3,0,2,1,0.1,1.494349,0.654783,0.096747,1.49366,0.653374,6,1.96012176,1.96434936,0.0042276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
146990.55,0.0,293981.1,2,1,0,1,2,0.75,0.75,0.75,0.0,0.0,0.0,3,0.0,0.75,0.75,13.0,707.374291,514.7491233,0.0,2.0,9.0,11.0,0.0,2.0,0
0.0,0.0,2.32,1,1,0,1,1,9.359546,9.359546,9.359546,9.358636,9.358636,9.358636,2,9.35863647,9.35954647,0.00091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15.94,41758.89,292423.85,7,7,0,3,1,0.195,9.0,2.776734,0.194141,8.997346,2.7743290000000003,14,19.420303,19.43713538,0.01683238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160.42,1.02,322.88,2,2,0,2,2,9.704789,91.295211,50.5,10.578974,90.42,50.499487,4,100.9989738,101.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
320.06,1763.27,470838.37,215,228,0,3,54,0.04904,2.68677,0.132458,0.000538,2.685508,0.139709,443,30.03744514,30.20045133,0.16300619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
830.37,2020.02,632824.63,25,303,0,6,12,0.01,200.194573,3.345214,0.0,200.0,40.623396,328,1015.584912,1013.599924,-1.984987802,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0
14.76,0.0,44.27,3,1,0,1,3,101.0,101.0,101.0,1.542875,73.77395,33.666149,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.68,1,1,0,1,1,0.138179,0.138179,0.138179,0.137759,0.137759,0.137759,2,0.13775932,0.13817932,0.00042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11099.68,6524.67,985091.5,67,37,0,6,27,0.03286,20.0,4.768086,0.0,20.0,2.695698,104,180.6117916,176.4191646,-4.192627023,83.0,233458.6882,7751.900004000001,0.0,5.0,45.0,55.0,0.0,5.0,0
159.05,0.0,318.1,2,1,0,1,2,101.0,101.0,101.0,2.0,98.998571,50.499286,3,100.9985715,101.0,0.001428506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,12452.52,328220.63,1,26,0,3,1,0.71153,60.0,13.939604999999998,1.0,1.0,1.0,27,1.0,362.429737,361.429737,20.0,3535531.11,0.0,0.0,0.0,16.0,20.0,0.0,0.0,0
0.0,15275.27,656836.7,0,43,1,3,0,0.0,5.0,0.142326,0.0,0.0,0.0,44,0.0,6.12,6.12,58.0,4.61e-06,4.61e-06,0.0,25.0,3.0,2.0,0.0,2.0,0
0.0,2059.91,591193.4,0,287,1,6,0,0.0,0.258612,0.097609,0.0,0.0,0.0,288,0.0,28.01391147,28.01391147,4.0,2.243166069,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0
160.94,0.3,322.48,2,2,0,2,2,34.836240000000004,66.16376,50.5,1.38978,99.609235,50.499508,4,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.74,0.0,68.23,3,1,0,1,3,101.0,101.0,101.0,0.41149,80.391423,33.666149,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,2.65,1,1,0,1,1,0.048703,0.048703,0.048703,0.047101,0.047101,0.047101,2,0.047100846,0.04870341,0.001602564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,22082.89,88331.55,0,4,1,3,0,0.0,13.519495,6.3369550000000014,0.0,0.0,0.0,5,0.0,25.34781876,25.34781876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,9042.13,198926.8,0,22,1,6,0,0.0,5.999495,1.588658,0.0,0.0,0.0,23,0.0,34.95046961,34.95046961,2.0,1.359704311,0.0,0.0,0.0,2.0,2.0,0.584303,0.0,0
22.14,0.0,66.42,3,1,0,1,3,101.0,101.0,101.0,5.0,85.020462,33.666149,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.37,0.42,14.32,4,2,0,2,3,836.676514,1164.323486,1000.5,0.1,1524.967973,500.249528,6,2000.998113,2001.0,0.001886545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,17444.24,226775.15,0,13,1,5,0,0.0,6.881605,2.5729610000000003,0.0,0.0,0.0,14,0.0,33.4484947,33.4484947,2.0,1.535059952,0.0,0.0,0.0,2.0,2.0,0.638185,0.0,0
80.12,0.04,320.58,4,2,0,2,2,45.067088,55.932912,50.5,1.388443,85.110573,25.249502,6,100.9980078,101.0,0.001992218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1771.71,226779.17,0,128,1,3,0,0.0,0.5849489999999999,0.252587,0.0,0.0,0.0,129,0.0,32.33114939,32.33114939,2.0,0.596403248,0.0,0.0,0.0,2.0,2.0,0.218925,0.0,0
0.0,0.0,15.73,1,1,0,1,1,0.521875,0.521875,0.521875,0.521255,0.521255,0.521255,2,0.521255,0.521875,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,23.88,1,1,0,1,1,3.608889,3.608889,3.608889,3.608269,3.608269,3.608269,2,3.60826874,3.60888874,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,169011.67,1014070.0,0,6,0,6,0,0.002702,9.996406,3.352106,0.0,0.0,0.0,6,0.0,20.11263856,20.11263856,12.0,1126.370766,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0
0.0,0.0,5.7,1,1,0,1,1,1.170093,1.170093,1.170093,1.169622,1.169622,1.169622,2,1.169621554,1.17009319,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
163.93,1.02,329.92,2,2,0,2,2,19.904876,81.095124,50.5,0.367806,100.631168,50.499487,4,100.9989738,101.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.62,0.0,67.87,3,1,0,1,3,101.0,101.0,101.0,2.898684,55.193138,33.666149,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5436.34,13424.62,959797.43,100,31,0,15,22,0.0,75.0,10.7541,0.0,75.0,3.834513,131,383.4512927,333.3770856,-50.07420706,80.0,51421.35015,60841.95306,0.0,14.0,19.0,17.0,0.0,10.0,0
3.94,2150.4,1290435.98,595,599,0,9,1,0.2,100.0,4.267958,0.198446,99.999163,4.29599,1194,2556.114161,2556.506833,0.392672113,1.0,32345.0,0.0,0.0,0.0,1.0,1.0,32345.0,0.0,0
6900.53,4075.77,1101503.13,136,40,0,7,20,0.009,41.9981,9.02984,0.0,41.0,2.977247,176,404.9056,361.1936113,-43.71198873,112.0,416878.9795,399918.0793,0.0,11.0,33.0,31.0,0.0,6.0,0
22.75,0.0,68.25,3,1,0,1,3,101.0,101.0,101.0,2.113002,64.02678399999999,33.666149,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
165.88,0.08,331.93,2,2,0,2,2,2.846077,98.153923,50.5,0.02,100.978974,50.499487,4,100.9989738,101.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
162.69,0.6,326.58,2,2,0,2,2,25.47121,75.52879,50.5,4.161609,96.836963,50.499286,4,100.9985715,101.0,0.001428506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.34,1760.58,3531.85,2,2,0,1,2,2.373005,4.995,3.684003,2.372536,4.994528,3.683532,4,7.367064787,7.36800516,0.000940373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.77,50534.92,151619.07,3,3,0,3,1,2.0,30.04,12.68,1.9988,30.039392,12.679161,6,38.03748251,38.04,0.00251749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2059.28,12969.45,515353.27,118,21,0,7,28,0.09,8.796278,2.725619,0.0,9.0,0.809813,139,95.55790754,57.23798908,-38.31991846,39.0,58321.73258,58259.04758,0.0,8.0,13.0,13.0,0.0,9.0,0
32.45,0.47,325.95,10,3,0,3,6,0.635877,97.869587,33.666667,1.0,57.9949,10.09949,13,100.9948998,101.0,0.005100218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1019.48,2891.08,760003.8,11,259,0,2,7,0.200043,1.016595,0.404067,0.0001,29.0,5.9241660000000005,270,65.16582982,104.6533116,39.48748176,13.0,2930.303621,100.0,0.0,1.0,9.0,12.0,0.0,1.0,0
346.27,7127.72,386916.25,47,52,0,3,1,0.009826,68.0,3.611352,0.009406,67.99958000000001,3.995118,99,187.7705561,187.7902961,0.019740004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
168.08,811.06,630203.4,3518,48,0,18,2478,0.0,4000.0,515.098463,0.011,875.713434,7.149872,3566,25153.24958,24724.72621,-428.5233769,26.0,25712.03802,0.0,0.0,0.0,21.0,26.0,0.0,0.0,0
0.0,0.0,2.35,1,1,0,1,1,0.32,0.32,0.32,0.319441,0.319441,0.319441,2,0.319440603,0.32,0.000559397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
105.72,0.63,318.42,3,2,0,2,2,46.86007,54.13993000000001,50.5,1.0,93.998512,33.66617100000001,5,100.9985118,101.0,0.001488218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.63,0.0,7.88,3,2,0,2,3,838.103919,1162.896081,1000.5,25.0,1824.026544,666.9993900000002,5,2000.998169,2001.0,0.001830667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.54,55.28,113.65,2,2,0,2,1,0.1,2.8,1.45,0.09944,2.799428,1.449434,4,2.898867742,2.9,0.001132258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
210.67,43294.12,174019.13,4,4,0,4,1,1.0,3.0,1.999691,0.998739,2.999309,1.99884,8,7.9953610999999984,7.99876593,0.00340483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3081.0,1291.93,855510.37,224,128,0,47,97,0.003087,35.0,1.879105,0.0,25.01,1.098902,352,246.154011,240.525409,-5.628602018,231.0,507994.1083,374713.8182,0.0,45.0,83.0,72.0,0.0,21.0,0
16601.46,8132.58,619360.05,28,19,0,9,21,0.49,57.357,16.484044,0.0,54.0,11.210714,47,313.9,313.19683210000005,-0.70316795,76.0,701867.7156,18797.00042,0.0,6.0,38.0,50.0,0.0,6.0,0
102.63,0.0,307.88,3,1,0,1,2,101.0,101.0,101.0,1.0,86.0,33.66617100000001,4,100.9985118,101.0,0.001488218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
164.83,0.21,330.08,2,2,0,2,2,43.214208,57.785792,50.5,2.0,98.998974,50.499487,4,100.9989738,101.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.93,0.0,53.78,3,1,0,1,3,101.0,101.0,101.0,5.0,60.993524,33.666149,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2040.38,3326.91,592631.77,10,172,0,2,4,0.009502,5.591025,0.454141,0.224669,26.706251,5.9800260000000005,182,59.80026269,78.11230018,18.31203749,12.0,819.8094332999998,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0
26.01,1357.09,1342363.87,947,971,0,8,2,0.010689,183.3,2.1550860000000003,0.498383,183.398421,2.2090560000000004,1918,2091.975835,2092.588789,0.612954137,1.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.0,4277.02,8554.05,0,2,0,2,0,1.0,8.353539,4.6767699999999985,0.0,0.0,0.0,2,0.0,9.353539199999998,9.353539199999998,9.0,870.3209762,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0
13.12,633.82,217031.22,310,336,0,2,11,0.001,16.945,8.470262,0.98808,35.16458,9.179748,646,2845.72201,2846.0080510000007,0.286041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
169.95,503.4,1499314.62,10,2975,0,2,7,0.100496,38.0,0.389833,0.001,500.0,90.803071,2985,908.0307109,1159.752649,251.7219384,22.0,730354.1677,0.0,0.0,0.0,17.0,22.0,0.0,0.0,0
0.0,1417.28,226764.5,0,160,1,4,0,0.0,6.878947,2.698728,0.0,0.0,0.0,161,0.0,431.7965326,431.7965326,3.0,14.09317575,0.0,0.0,0.0,3.0,3.0,1.072359,0.0,0
163.77,0.0,327.55,2,1,0,1,2,101.0,101.0,101.0,0.9,100.099016,50.499508,3,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,10645.46,883573.28,0,83,0,1,0,0.017321,3.010853,1.160579,0.0,0.0,0.0,83,0.0,96.32809722,96.32809722,14.0,4613.54825,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0
158.38,0.0,316.77,2,1,0,1,2,101.0,101.0,101.0,0.5,100.499016,50.499508,3,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,4.57,1,1,0,1,1,3.0,3.0,3.0,2.999114,2.999114,2.999114,2,2.9991143,3.0,0.0008857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
400.18,74002.41,224408.28,6,3,0,3,5,0.004,1.987607,0.6672020000000001,0.0,1.987166,0.332397,9,1.99438218,2.00160718,0.007225,7.0,168.93283490000005,2668.932835,0.0,2.0,3.0,3.0,0.0,4.0,0
0.0,1710.44,200121.58,0,117,1,3,0,0.0,0.558817,0.234012,0.0,0.0,0.0,118,0.0,27.3794163,27.3794163,2.0,0.679997139,0.0,0.0,0.0,2.0,2.0,0.274537,0.0,0
17394.78,2256.01,566310.25,31,12,0,3,9,0.01,50.0,5.711798,0.0,45.0,3.368607,43,104.4268166,68.541578,-35.88523855,28.0,112828.9317,132635.1007,0.0,3.0,15.0,16.0,0.0,2.0,0
19.44,611.66,787740.48,1192,1250,0,5,13,0.068074,1.471812,0.226579,0.123614,3.248774,0.236855,2442,282.3306521,283.2238002,0.893148121,1.0,5.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0
0.0,458.6,193529.65,0,422,1,5,0,0.0,25.602279,3.951115,0.0,0.0,0.0,423,0.0,1667.370629,1667.370629,3.0,60.20535054,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0
64.77,3414.8,1446335.35,398,416,0,2,3,0.100017,3.19269,0.442701,0.03319,3.192263,0.462303,814,183.9966397,184.1635526,0.166912899,2.0,2.115792267,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0
0.0,37793.24,226759.43,0,6,1,3,0,0.0,51.61,9.585267,0.0,0.0,0.0,7,0.0,57.5116,57.5116,2.0,5.624320816,0.0,0.0,0.0,2.0,2.0,0.624321,0.0,0
0.0,30225.65,60451.3,0,2,1,2,0,0.0,10.9061,5.45305,0.0,0.0,0.0,3,0.0,10.9061,10.9061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,2699.48,226756.72,0,84,1,5,0,0.0,1.214625,0.8313530000000001,0.0,0.0,0.0,85,0.0,69.83363361,69.83363361,2.0,1.329517887,0.0,0.0,0.0,2.0,2.0,0.42384,0.0,0
29.23,10817.12,368776.0,34,34,0,2,1,0.0640299999999999,1.944371,0.899813,0.053663,1.9437830000000005,0.898257,68,30.54072226,30.59365247,0.05293021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
548.16,51391.17,383309.13,43,7,0,7,8,0.0,53.0,19.371429,0.0,62.1,4.511186,50,193.981,135.6,-58.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.39,2420.56,14555.3,5,6,0,5,1,0.002521,2.0,1.126851,0.7749119999999999,1.99981,1.349168,11,6.74583872,6.761104446,0.015265726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,8716.3,418382.27,0,48,1,7,0,0.0,2.564,0.664612,0.0,0.0,0.0,49,0.0,31.90138727,31.90138727,2.0,1.7062145480000002,0.0,0.0,0.0,2.0,2.0,0.603146,0.0,0
116.8,2382.91,1052563.37,341,425,0,3,3,0.054883,0.662486,0.133489,0.05444,5.072837,0.16605,766,56.62310727,56.73268615,0.109578884,3.0,110.0950491,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0
2467.73,14030.77,1036656.18,96,57,0,51,25,0.302203,450.0,37.561772,0.0,420.0,27.971667,153,2685.280002,2141.021012,-544.2589907,151.0,238248.7163,221386.1247,0.0,7.0,41.0,24.0,0.0,6.0,0
147390.99,0.0,294781.98,2,1,0,1,2,0.5156390000000001,0.5156390000000001,0.5156390000000001,0.022101,0.053908,0.038005,3,0.076009175,0.5156390000000001,0.439629825,6.0,133.2724534,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0
0.0,2043.05,226778.2,0,111,1,3,0,0.0,1.368344,0.45167,0.0,0.0,0.0,112,0.0,50.13541416,50.13541416,2.0,1.438149849,0.0,0.0,0.0,2.0,2.0,0.326702,0.0,0
3.84,19698.93,551677.55,28,28,0,5,1,0.031255,101.3728,21.630639,0.024204,101.371766,21.628789,56,605.6061021,605.65788,0.051777925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0,1,0,1,0,0.127808,0.127808,0.127808,0.0,0.0,0.0,1,0.0,0.12780791,0.12780791,5.0,39.65350246,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0
20.42,0.0,61.25,3,1,0,1,3,101.0,101.0,101.0,0.869555,68.68011,33.666149,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,17.43,1,1,0,1,1,22.0,22.0,22.0,21.99938,21.99938,21.99938,2,21.99938,22.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
108.49,0.03,325.85,3,11,0,11,2,2.045681,11.960806,9.181818,1.0,75.468909,33.666157,14,100.9984698,101.0,0.001530218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.16,3713.95,11148.32,3,3,0,3,1,0.377281,39.995,15.399114,0.376861,39.99458,15.398694,6,46.19608321,46.19734321,0.00126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
163.95,0.0,327.9,2,2,0,2,2,43.629402,57.370598,50.5,0.025852,100.973164,50.499508,4,100.9990158,101.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,187.08,1,1,0,1,1,4.980117,4.980117,4.980117,4.977917,4.977917,4.977917,2,4.97791731,4.98011731,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.79,26332.21,553014.08,21,21,0,6,3,0.476512,10.0,2.974771,0.4763020000000001,9.99916,2.9739310000000003,42,62.45255943,62.47019943,0.01764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,4.98,1,1,0,1,1,0.016,0.016,0.016,0.015528,0.015528,0.015528,2,0.015528341,0.016,0.000471659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
108.48,0.84,327.13,3,2,0,2,3,32.720317,68.27968299999999,50.5,0.05,76.989257,33.666179,5,100.9985356,101.0,0.001464437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
221.96,12327.37,288412.62,22,23,0,2,1,0.096149,4.466433,1.114152,0.99797,4.465742,1.163969,45,25.60731109,25.62549122,0.018180129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.87,0.16,17.93,3,2,0,2,3,903.920605,1097.079395,1000.5,0.002521,1632.155618,666.999528,5,2000.998585,2001.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,3.05,1,1,0,1,1,0.5,0.5,0.5,0.499528,0.499528,0.499528,2,0.499528364,0.5,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
164.17,0.06,328.45,2,2,0,2,2,31.674275,69.325725,50.5,0.941855,100.057119,50.499487,4,100.9989738,101.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.76,0.0,59.28,3,1,0,1,3,101.0,101.0,101.0,0.222,68.722894,33.666149,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1221.32,34190.91,288183.13,12,8,0,4,10,0.000396,0.06551,0.026686,0.0,0.07,0.016978,20,0.203740991,0.21348911,0.009748119,12.0,4.95731344,4.95725152,0.0,5.0,4.0,5.0,0.0,4.0,0
0.0,2556.91,291488.27,0,114,1,7,0,0.0,1.496444,0.715576,0.0,0.0,0.0,115,0.0,81.57567274,81.57567274,2.0,2.197586005,0.0,0.0,0.0,2.0,2.0,0.991302,0.0,0
376.52,367.38,1485077.22,256,3780,0,35,4,0.000182,6.5695869999999985,1.297702,0.0,460.46743,19.174111,4036,4908.572513,4905.314436,-3.258076437,18.0,675095.1438,576.5879,0.0,1.0,14.0,17.0,0.0,1.0,0
1.09,0.0,3.27,3,2,0,2,3,512.188659,1488.811341,1000.5,2.695185,1486.592905,666.999528,5,2000.998585,2001.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11710.91,61415.52,579289.53,18,6,0,2,12,0.01,8.9765,1.666379,0.0,8.97,1.079604,24,19.43286853,9.99827255,-9.434595975,6.0,5.6e-08,2508.97,0.0,4.0,1.0,2.0,0.0,4.0,0
5780.61,5257.66,1073242.28,132,59,0,33,37,0.030443,82.97200000000002,14.946234,0.0,250.0,6.869317,191,906.7498285,881.8277885,-24.92204001,163.0,344640.407,293007.1657,0.0,33.0,45.0,43.0,0.0,14.0,0
21.99,0.0,65.97,3,1,0,1,3,101.0,101.0,101.0,1.0,86.179626,33.666149,4,100.998446,101.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9.68,430.59,690594.6,1551,1569,0,1,1,0.100128,29.150847,1.31401,0.097674,35.722347,1.328316,3120,2060.217365,2061.682073,1.46470851,1.0,1e-12,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.0,6.42,64170.72,0,9999,1,2518,0,0.0,0.1,2.2e-05,0.0,0.0,0.0,10000,0.0,0.22022,0.22022,52.0,100007516.7,100.0,3.15e-08,1.0,22.0,10.0,0.0,1.0,0
1.3,0.0,2.6,2,1,0,1,2,1488.581321,1488.581321,1488.581321,10.010404,1478.569974,744.2901889999998,3,1488.580378,1488.581321,0.000943273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.45,951.43,824190.18,396,859,0,5,3,0.111204,13.043238,1.139343,0.542127,13.041978,2.470682,1255,978.3900993,978.6954103,0.305311008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.5,177.42,361.83,2,2,0,1,2,0.737947,2.8,1.7689740000000005,0.737475,2.79952,1.768498,4,3.536995011,3.537947035,0.000952024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,170.7,1,1,0,1,1,0.340895,0.340895,0.340895,0.338695,0.338695,0.338695,2,0.33869467,0.34089467,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,29587.85,118351.4,0,4,1,2,0,4.4284,45.596542,15.003735999999998,0.0,0.0,0.0,5,0.0,60.01494234,60.01494234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.25,10957.6,43855.38,4,4,0,2,4,1.5,7.0,4.625,1.499559,6.9994960000000015,4.624542,8,18.4981674,18.5,0.001832602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11843.86,1895.54,948005.52,73,44,0,6,37,0.010692,26.649733,5.479898,0.0,29.805769,3.301976,117,241.0442213,241.115529,0.071307628,121.0,120121.0898,101945.8237,0.0,44.0,28.0,26.0,0.0,11.0,0
5.11,119962.09,719803.22,6,6,0,5,2,0.443,9.0,2.997236,0.441541,8.99958,2.988306,12,17.9298332,17.98341566,0.053582461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
441.59,2653.46,521138.28,411,128,0,8,345,0.99,377.0,24.704295,0.0,199.0,7.692353,539,3161.556986,3162.149763,0.5927768379999999,137.0,295853.6422,263229.4858,0.0,59.0,12.0,13.0,0.0,4.0,0
0.0,1563.95,226773.38,0,145,1,3,0,0.0,0.614282,0.283983,0.0,0.0,0.0,146,0.0,41.1776069,41.1776069,1.0,0.62382578,0.0,0.0,0.0,1.0,1.0,0.623826,0.0,0
